;QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
0;9;Aspectos geológicos, geomorfológicos e pedológicos;Elementos climáticos, hidrográficos e biogeográficos;;
1;10;Cartografia básica e temática, sensoriamento remoto, geoprocessamento e demais geotecnologias;;;
2;11;Cartografia básica e temática, sensoriamento remoto, geoprocessamento e demais geotecnologias;;;
3;12;Cartografia básica e temática, sensoriamento remoto, geoprocessamento e demais geotecnologias;;;
4;13;Estado, movimentos sociais e conflitos;Pressupostos teóricos que fundamentam as categorias: Espaço, Região, Paisagem, Território e Lugar;;
5;14;Elementos climáticos, hidrográficos e biogeográficos;;;
6;15;Dinâmica e evolução da paisagem;;;
7;16;Dinâmica populacional e elementos demográficos no Brasil e no mundo;;;
8;17;Geopolítica, geografia política e redefinições territoriais;Interações espaciais, fluxos e formação de redes geográficas;;
9;18;Relações campo-cidade;;;
10;19;Urbanização no Brasil e no mundo;;;
11;20;Dinâmica populacional e elementos demográficos no Brasil e no mundo;;;
12;21;Processos de regionalização e o planejamento regional;;;
13;22;Diversidade étnico-racial, de gênero e cultural na Geografia;Aspectos geológicos, geomorfológicos e pedológicos;;
14;23;Geografia histórica e formação territorial do Brasil;;;
15;24;Pressupostos teóricos que fundamentam as categorias: Espaço, Região, Paisagem, Território e Lugar;;;
16;25;Aspectos geológicos, geomorfológicos e pedológicos;;;
17;26;Sujeitos, processos e dinâmicas dos espaços agrários e rurais;;;
18;27;Ensino de Geografia nos diferentes contextos socioculturais;;;
19;28;Alfabetização cartográfica;;;
20;29;Fundamentos epistemológicos do pensamento geográfico;;;
21;30;Saúde, População e Ambiente;Tecnologias e linguagens no ensino da Geografia;;
22;31;Diferença, Diversidade, Educação especial e inclusiva;Políticas e práticas de articulação escola-comunidade e movimentos sociais;;
23;32;Teorias pedagógicas;;;
24;33;Cultura Surda e Libras;;;
25;34;Planejamento, organização e gestão democrática educacional em espaço escolar e não escolar;;;
26;35;Tecnologias da comunicação e informação nas práticas educativas;;;
