;QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
0;9;Cálculo diferencial e integral;;;False
1;10;Conteúdos matemáticos da Educação Básica;;;True
2;11;Geometria analítica;;;True
3;12;Probabilidade e estatística;;;True
4;13;Cálculo diferencial e integral;Geometria analítica;;False
5;14;Probabilidade e estatística;;;True
6;15;Fundamentos de álgebra e aritmética;;;True
7;16;Processos de avaliação em Matemática na Educação Básica;;;True
8;17;Recursos didáticos de matemática para a Educação Básica;;;True
9;18;Contextos históricos e culturais no/do ensino da Matemática;;;True
10;19;Álgebra linear;;;True
11;20;Equações diferenciais;;;True
12;21;Observação, análise e planejamento dos conteúdos e métodos de ensino em Matemática na Educação Básica;;;True
13;22;Recursos didáticos de matemática para a Educação Básica;;;True
14;23;Tendências em Educação Matemática;;;True
15;24;Tendências em Educação Matemática;;;True
16;25;Probabilidade e estatística;;;True
17;26;Observação, análise e planejamento dos conteúdos e métodos de ensino em Matemática na Educação Básica;;;True
18;27;Observação, análise e planejamento dos conteúdos e métodos de ensino em Matemática na Educação Básica;;;True
19;28;Fundamentos de geometria;;;True
20;29;Tendências em Educação Matemática;;;True
21;30;Álgebra linear;;;False
22;31;Diferença, Diversidade, Educação especial e inclusiva;Políticas e práticas de articulação escola-comunidade e movimentos sociais;;True
23;32;Teorias pedagógicas;;;True
24;33;Cultura Surda e Libras;;;True
25;34;Planejamento, organização e gestão democrática educacional em espaço escolar e não escolar;;;True
26;35;Tecnologias da comunicação e informação nas práticas educativas;;;True
