;QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
0;9;Transformações espaciais no campo e na cidade;Urbanização no Brasil e no mundo;;True
1;10;Produção do espaço e mudanças no mundo do trabalho;;;True
2;11;Pressupostos teóricos que fundamentam as categorias: Espaço, Região, Paisagem, Território e Lugar;;;True
3;12;Geopolítica e redefinições territoriais;;;True
4;13;Interações espaciais, fluxos e formação de redes;Urbanização no Brasil e no mundo;;True
5;14;Cartografia sistemática e temática na pesquisa e no ensino;Dinâmica populacional no Brasil e no mundo;;True
6;15;Transformações espaciais no campo e na cidade;Estado, movimentos sociais e organização do território;;True
7;16;Diversidade étnico-racial, de gênero e cultural na Geografia;;;True
8;17;Urbanização no Brasil e no mundo;Estado, movimentos sociais e organização do território;;True
9;18;Meio técnico-científico e informacional e dinâmica territorial;;;True
10;19;Geopolítica e redefinições territoriais;Processos de regionalização e o planejamento regional;;True
11;20;Geografia da natureza: gênese e dinâmica.;Geografia da natureza: gênese e dinâmica;;True
12;21;Geografia da natureza: gênese e dinâmica.;Geografia da natureza: gênese e dinâmica;;True
13;22;Questões ambientais, sociais e econômicas resultantes dos processos de apropriação dos recursos naturais, em diferentes escalas;;;True
14;23;Cartografia sistemática e temática na pesquisa e no ensino;;;True
15;24;Domínios morfoclimáticos do Brasil;;;True
16;25;Questões ambientais, sociais e econômicas resultantes dos processos de apropriação dos recursos naturais, em diferentes escalas;Estado, movimentos sociais e organização do território;;False
17;26;Conceitos e as categorias geográficas na Educação Básica;Ensino da Geografia nos diferentes contextos socioculturais;;True
18;27;Paradigmas do ensino de Geografia na atualidade;;;True
19;28;Paradigmas do ensino de Geografia na atualidade;Gestão e planejamento territorial e ambiental;;False
20;29;Conceitos e as categorias geográficas na Educação Básica;Ensino da Geografia nos diferentes contextos socioculturais;;True
21;30;Geografia da natureza: gênese e dinâmica;Domínios morfoclimáticos do Brasil;;True
22;31;Gestão democrática educacional;;;True
23;32;Planejamento, organização e gestão escolar e em outros espaços educativos;Políticas, organização e financiamento da educação brasileira;;True
24;33;Teorias pedagógicas;Psicologia da Educação (aprendizagem e desenvolvimento);;False
25;34;Coordenação, elaboração e avaliação de projeto político-pedagógico;Planejamento, organização e gestão escolar e em outros espaços educativos;;True
26;35;Educação inclusiva e diversidade;;;True
