;QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
0;9;Variação linguística;;;True
1;10;Aspectos distintivos, linguísticos e extralinguísticos, do português do Brasil;;;True
2;11;Manifestações populares da literatura;;;True
3;12;Gêneros literários (da Antiguidade à Contemporaneidade);;;True
4;13;Gêneros discursivos;;;True
5;14;Gêneros discursivos;;;True
6;15;Movimentos literários;;;True
7;16;Conceitos de literatura e cultura;;;True
8;17;Inter-relações da Literatura com outros sistemas culturais e semióticos;;;True
9;18;Concepções de língua nas diversas teorias linguísticas;;;True
10;19;Níveis de análise da língua;;;True
11;20;Formação histórica da língua portuguesa;;;True
12;21;Gêneros discursivos;;;False
13;22;Teorias críticas da Literatura;;;False
14;23;Teorias de aquisição da linguagem oral e escrita;;;False
15;24;Formação do cânone e do anticânone;;;True
16;25;Níveis de análise da língua;;;True
17;26;Teorias de aquisição da linguagem oral e escrita;;;True
18;27;Teorias e métodos de ensino e aprendizagem de língua e literatura;;;False
19;28;Tecnologias da informação e da comunicação;;;True
20;29;Teorias e métodos de ensino e aprendizagem de língua e Literatura;;;True
21;30;Teorias e métodos de ensino e aprendizagem de língua e Literatura;;;True
22;31;Gestão democrática educacional;;;True
23;32;Planejamento, organização e gestão escolar e em outros espaços educativos;Políticas, organização e financiamento da educação brasileira;;True
24;33;Teorias pedagógicas;Psicologia da Educação (aprendizagem e desenvolvimento);;False
25;34;Coordenação, elaboração e avaliação de projeto político-pedagógico;Planejamento, organização e gestão escolar e em outros espaços educativos;;True
26;35;Educação inclusiva e diversidade;;;True
