;QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
0;9;Produção cultural e ideologia;Legislação e políticas públicas nacionais em Educação nas Artes Visuais;;True
1;10;Imagens, objetos e eventos de diversos referenciais culturais, raciais, étnicos, de classes, gêneros, sexualidades, religiões, escolaridades, faixas etárias, e dos sujeitos com necessidades especiais;Produção cultural e ideologia;;True
2;11;Produção cultural e ideologia;Linguagens, meios, processos e produção das visualidades;;False
3;12;Visualidades de origem europeia, americana, africana, asiática e da Oceania;Identidades culturais e contextos visuais;Processos de significação de imagens;False
4;13;Relação entre imagens e poder;Produção cultural e ideologia;Identidades culturais e contextos visuais;True
5;14;Educação em artes visuais e seus fundamentos teóricos e históricos;;;False
6;15;Relação entre imagens e poder;Produção cultural e ideologia;Cotidiano e visualidade;True
7;16;Imagens, objetos e eventos de diversos referenciais culturais, raciais, étnicos, de classes, gêneros, sexualidades, religiões, escolaridades, faixas etárias, e dos sujeitos com necessidades especiais;Produção cultural e ideologia;Identidades culturais e contextos visuais;True
8;17;Artes visuais e outras expressões da visualidade contemporânea: textualidade e intertextualidade;Tecnologias, dispositivos digitais e veículos midiáticos na Educação em Artes Visuais;;True
9;18;Propostas pedagógicas em Artes Visuais nos espaços de educação formal e não-formal;;;True
10;19;Mediação em espaços não-formais;;;True
11;20;Conceitos de representação e apresentação visual;Linguagens, meios, processos e produção das visualidades;;True
12;21;Imagens, objetos e eventos de diversos referenciais culturais, raciais, étnicos, de classes, gêneros, sexualidades, religiões, escolaridades, faixas etárias, e dos sujeitos com necessidades especiais;Pesquisas na educação em Artes Visuais;;False
13;22;Artes visuais e outras expressões da visualidade contemporânea: textualidade e intertextualidade;;;True
14;23;Relações interculturais afro-brasileiras e indígenas em processos identitários, de articulação dos saberes e das estéticas que caracterizam a diversidade da cultura brasileira;4 Imagens visuais e performances coletivas de matrizes étnico-raciais na sociedade brasileira;Espaços e práticas de criação, de percepções, de identidades, de subjetividades e de reflexão crítica;True
15;24;Produção cultural e ideologia;Espaços e práticas de criação, de percepções, de identidades, de subjetividades e de reflexão crítica;;True
16;25;Educação ambiental e Artes Visuais;;;True
17;26;Produção cultural e ideologia;Identidades culturais e contextos visuais;Teorias da cultura, pedagogia crítica e estudos culturais;False
18;27;Conceitos de representação e apresentação visual;Espaços e práticas de criação, de percepções, de identidades, de subjetividades e de reflexão crítica;Educação ambiental e Artes Visuais;False
19;28;Artes visuais e outras expressões da visualidade contemporânea: textualidade e intertextualidade;Relação entre imagens e poder;Produção cultural e ideologia;True
20;29;Artes visuais e outras expressões da visualidade contemporânea: textualidade e intertextualidade;Produção cultural e ideologia;Linguagens, meios, processos e produção das visualidades;True
21;30;Identidades culturais e contextos visuais;Cotidiano e visualidade;Processos de significação de imagens;True
22;31;Gestão democrática educacional;;;True
23;32;Planejamento, organização e gestão escolar e em outros espaços educativos;Políticas, organização e financiamento da educação brasileira;;True
24;33;Teorias pedagógicas;Psicologia da Educação (aprendizagem e desenvolvimento);;False
25;34;Coordenação, elaboração e avaliação de projeto político-pedagógico;Planejamento, organização e gestão escolar e em outros espaços educativos;;True
26;35;Educação inclusiva e diversidade;;;True
