;QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
1;9;Mecânica;;;True
2;10;Eletricidade e Magnetismo;;;True
3;11;Física Ondulatória e Ótica Física;;;False
4;12;Eletricidade e Magnetismo;;;True
5;13;Física Quântica;;;False
6;14;"Física Moderna; Teoria da Relatividade especial; Estrutura da Matéria";;;True
7;15;"Física Moderna; Teoria da Relatividade especial; Estrutura da Matéria";"Física Nuclear; Física de Partículas Elementares";;True
8;16;Mecânica;;;False
9;17;Eletricidade e Magnetismo;;;False
10;18;Eletricidade e Magnetismo;;;True
11;19;Mecânica;Eletricidade e Magnetismo;;False
12;20;"Termodinâmica; Mecânica Estatística";;;True
13;21;"Termodinâmica; Mecânica Estatística";;;False
14;22;"Evolução das Ideias da Física; Fundamentos históricos, filosóficos e sociológicos da Física e o ensino da Física";"Física Moderna; Teoria da Relatividade especial; Estrutura da Matéria";;True
15;23;Física Ondulatória e Ótica Física;;;True
16;24;"Termodinâmica; Mecânica Estatística";;;True
17;25;"Evolução das Ideias da Física; Fundamentos históricos, filosóficos e sociológicos da Física e o ensino da Física";"Termodinâmica; Mecânica Estatística";"Física Moderna; Teoria da Relatividade especial; Estrutura da Matéria";True
18;26;Organização didático-curricular para o ensino da Física;;;True
19;27;Políticas educacionais e o ensino da Física;Organização didático-curricular para o ensino da Física;Metodologia do ensino da Física;True
20;28;Organização didático-curricular para o ensino da Física;;;True
21;29;Metodologia do ensino da Física;;;True
22;30;Políticas educacionais e o ensino da Física;Organização didático-curricular para o ensino da Física;Metodologia do ensino da Física;False
23;31;Gestão democrática educacional;;;True
24;32; Planejamento, organização e gestão escolar e em outros espaços educativos;Políticas, organização e financiamento da educação brasileira;;True
25;33;Psicologia da Educação (aprendizagem e desenvolvimento);;;False
26;34; Planejamento, organização e gestão escolar e em outros espaços educativos;;;True
27;35;Educação inclusiva e diversidade;;;True
