;QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
0;9;Teorias clássicas da antropologia;;;True
1;10;Teorias contemporâneas da ciência política;;;True
2;11;Teorias clássicas da sociologia;;;True
3;12;Teorias contemporâneas da sociologia;;;True
4;13;Teorias clássicas da ciência política;;;False
5;14;Teorias contemporâneas da antropologia;;;True
6;15;Métodos e técnicas de pesquisa qualitativos em Ciências Sociais;;;True
7;16;Teorias contemporâneas da antropologia;Métodos e técnicas de pesquisa qualitativos em Ciências Sociais;;True
8;17;Métodos e técnicas de pesquisa quantitativos em Ciências Sociais;;;True
9;18;Métodos e técnicas de pesquisa quantitativos em Ciências Sociais;Teorias clássicas da sociologia;;True
10;19;Teorias clássicas da ciência política;Teorias contemporâneas da ciência política;;True
11;20;Teorias clássicas da ciência política;Teorias clássicas da sociologia;;True
12;21;Teorias contemporâneas da sociologia;;;True
13;22;Teorias contemporâneas da antropologia;Teorias contemporâneas da sociologia";;;True
14;23;Teorias contemporâneas da antropologia;Métodos e técnicas de pesquisa qualitativos em Ciências Sociais;;True
15;24;Formação e pensamento cultural, social e político brasileiros;;;True
16;25;Teorias clássicas da sociologia;;;True
17;26;Teorias contemporâneas da ciência política;Temáticas contemporâneas das Ciências Sociais;;True
18;27;Temáticas contemporâneas das Ciências Sociais;;;True
19;28;Teorias contemporâneas da antropologia;Métodos e técnicas de pesquisa qualitativos em Ciências Sociais;;True
20;29;Temáticas contemporâneas das Ciências Sociais;;;True
21;30;Métodos e técnicas de pesquisa quantitativos em Ciências Sociais;;;True
22;31;Métodos e técnicas de pesquisa quantitativos em Ciências Sociais;Métodos e técnicas de pesquisa qualitativos em Ciências Sociais;;True
23;32;Teorias clássicas da ciência política;;;True
24;33;Teorias clássicas da antropologia;;;True
25;34;Teorias contemporâneas da sociologia;;;True
26;35;Teorias clássicas da ciência política;;;True
