;QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
0;9;História e evolução conceitual da Física;Física Moderna;;True
1;10;Física básica: Mecânica e Termodinâmica;;;True
2;11;Física básica: Mecânica e Termodinâmica;;;True
3;12;Física básica: Mecânica e Termodinâmica;;;True
4;13;Física básica: Mecânica e Termodinâmica;;;True
5;14;Física básica: Eletricidade e Magnetismo;;;True
6;15;Física básica: Eletricidade e Magnetismo;;;False
7;16;Física básica: Física Ondulatória e Ótica;;;True
8;17;Física básica: Física Ondulatória e Ótica;;;True
9;18;Física básica: Física Ondulatória e Ótica;;;True
10;19;Física básica: Física Ondulatória e Ótica;;;True
11;20;Física Moderna;;;True
12;21;Física Moderna;;;False
13;22;Mecânica Geral e Analítica;;;True
14;23;;;;False
15;24;Eletromagnetismo;;;True
16;25;Eletromagnetismo;;;True
17;26;Termodinâmica e Mecânica Estatística;;;True
18;27;Física nuclear;;;True
19;28;Mecânica Quântica;;;False
20;29;Mecânica Quântica;;;False
21;30;Termodinâmica e Mecânica Estatística;;;True
22;31;Termodinâmica e Mecânica Estatística;;;True
23;32;Física Moderna;;;True
24;33;Física da Matéria Condensada;;;True
25;34;;;;False
26;35;Física nuclear;;;True
