;QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
0;9;Cálculo diferencial e integral;;;True
1;10;Conteúdos matemáticos da Educação Básica;;;True
2;11;Geometria analítica;;;True
3;12;Cálculo diferencial e integral;;;True
4;13;Fundamentos de álgebra e aritmética;;;True
5;14;Álgebra linear;;;True
6;15;Cálculo diferencial e integral;Conteúdos matemáticos da Educação Básica;;True
7;16;Geometria analítica;Álgebra linear;;False
8;17;Conteúdos matemáticos da Educação Básica;Fundamentos de álgebra e aritmética;;True
9;18;Conteúdos matemáticos da Educação Básica;Fundamentos de geometria;;True
10;19;Geometria analítica;;;False
11;20;Probabilidade e estatística;;;True
12;21;Probabilidade e estatística;Conteúdos matemáticos da Educação Básica;;False
13;22;Cálculo diferencial e integral;Conteúdos matemáticos da Educação Básica;;True
14;23;Fundamentos de análise;;;False
15;24;Conteúdos matemáticos da Educação Básica;;;True
16;25;Fundamentos de álgebra e aritmética;;;True
17;26;Fundamentos de geometria;;;True
18;27;Conteúdos matemáticos da Educação Básica;Contextos históricos e culturais no/do ensino da Matemática;;True
19;28;Processos de avaliação em Matemática na Educação Básica.;;;True
20;29;Observação, análise e planejamento dos conteúdos e métodos de ensino em matemática na Educação Básica;Recursos didáticos de matemática para a Educação Básica;;True
21;30;Tendências em Educação Matemática;;;True
22;31;Teorias pedagógicas e Didática;Planejamento e avaliação educacional;Planejamento e avaliação do ensino e da aprendizagem;True
23;32;Diferença, Diversidade e Educação inclusiva;Libras;;True
24;33;Diferença, Diversidade e Educação inclusiva;;;True
25;34;Psicologia da Educação;;;True
26;35;Teorias pedagógicas e Didática;Planejamento e avaliação do ensino e da aprendizagem;Conteúdos e metodologias específicas do ensino de: Língua Portuguesa, Matemática, Ciências, Geografia, História, Artes e Educação Física;True
